FID,Status,Score,Match_addr,City,Region,Postal,Addr_type,StreetID,X,Y,ARC_Street,ARC_City,Field1,Name,Address,City2,City1,State,Phone_Numb
268,M,100,"10567 Loveland Madeira Rd, Loveland, OH, 45140",Loveland,OH,45140,StreetAddress,4684000008,-84.296667,39.250894,10567 Loveland Madeira Rd,Loveland,370,CHIPOTLE MEXICAN GRILL,10567 Loveland Madeira Rd,Loveland,Loveland,OH,513-683-0255
272,M,100,"8300 Arbor Square Dr, Mason, OH, 45040",Mason,OH,45040,StreetAddress,4684000016,-84.313906,39.318354,8300 Arbor Square Dr,Mason,1,MCDONALDS,8300 Arbor Square Dr,Mason,Deerfield Township,OH,513-229-0141
273,M,100,"5150 Merten Dr, Mason, OH, 45040",Mason,OH,45040,StreetAddress,4684000004,-84.317577,39.298141,5150 Merten Dr,Mason,55,CHICK FIL A,5150 Merten Dr,Mason,Deerfield Township,OH,513-770-3445
275,M,100,"6806 Wooster Pike, Mariemont, OH, 45227",Mariemont,OH,45227,StreetAddress,4684000016,-84.377002,39.145335,6806 Wooster Pike,Mariemont,130,STARBUCKS COFFEE,6806 Wooster Pike,Mariemont,Mariemont,OH,513-272-6839
278,M,100,"8231 Arbor Square Dr, Mason, OH, 45040",Mason,OH,45040,StreetAddress,4684000016,-84.313999,39.319033,8231 Arbor Square Dr,Mason,272,SUBWAY,8231 Arbor Square Dr,Mason,Deerfield Township,OH,513-459-7827
282,M,100,"5561 State Route 741, Mason, OH, 45040",Mason,OH,45040,StreetAddress,4684000018,-84.268033,39.357793,5561 St Rt 741,Mason,179,ARBYS ROAST BEEF RESTAURANTS,5561 St Rt 741,Mason,Mason,OH,513-229-0913
283,M,100,"5538 State Route 741, Mason, OH, 45040",Mason,OH,45040,StreetAddress,4684000018,-84.268707,39.357941,5538 St Rt 741,Mason,311,SUBWAY SANDWICHES SALADS,5538 St Rt 741,Mason,Mason,OH,513-398-3650
284,M,100,"10 Lawrence Ave, Miamisburg, OH, 45342",Miamisburg,OH,45342,StreetAddress,4684000015,-84.269839,39.640692,10 Lawrence Av,Miamisburg,351,TACO BELL,10 Lawrence Av,Miamisburg,Miamisburg,OH,937-859-8001
285,M,100,"3361 Towne Blvd, Middletown, OH, 00000",Middletown,OH,0,StreetAddress,4684000004,-84.330021,39.493727,3361 Towne Blvd,Middletown,161,KENTUCKY FRIED CHICKEN,3361 Towne Blvd,Middletown,Middletown,OH,513-424-1110
286,M,100,"253 Springboro Pike, Miamisburg, OH, 45342",Miamisburg,OH,45342,StreetAddress,4684000017,-84.225338,39.637709,253 Springboro Pike,Miamisburg,168,KENTUCKY FRIED CHICKEN,253 Springboro Pike,Miamisburg,Miamisburg,OH,937-433-0980
287,M,100,"109 Springboro Pike, Miamisburg, OH, 45342",Miamisburg,OH,45342,StreetAddress,4684000017,-84.225334,39.637743,109 Springboro Pike,Miamisburg,353,TACO BELL TWO SEVEN FOUR THREE,109 Springboro Pike,Miamisburg,Miamisburg,OH,937-439-4739
292,M,100,"205 Rivers Edge Dr, Milford, OH, 45150",Milford,OH,45150,StreetAddress,4684000014,-84.275015,39.161115,205 Rivers Edge Dr,Milford,300,SUBWAY SANDWICH SALAD,205 Rivers Edge Dr,Milford,Milford,OH,513-576-9091
293,M,100,"889 State Route 28, Milford, OH, 45150",Milford,OH,45150,StreetAddress,4684000014,-84.258323,39.188859,889 State Rt 28,Milford,322,TACO BELL,889 State Rt 28,Milford,Mulberry,OH,513-248-0901
294,M,100,"1065 State Route 28, Milford, OH, 45150",Milford,OH,45150,StreetAddress,4684000017,-84.236127,39.194972,1065 State Rt 28,Milford,392,SONIC DRIVE IN,1065 State Rt 28,Milford,Mulberry,OH,513-576-9400
297,M,100,"990 Lila Ave, Milford, OH, 45150",Milford,OH,45150,StreetAddress,4684000018,-84.276506,39.173861,990 Lila Av,Milford,3,MCDONALDS,990 Lila Av,Milford,Milford,OH,513-248-9328
298,M,100,"3019 Kettering Blvd, Moraine, OH, 45439",Moraine,OH,45439,StreetAddress,4684000008,-84.201629,39.708183,3019 Kettering Bl,Moraine,347,TACO BELL,3019 Kettering Bl,Moraine,Moraine,OH,937-298-7353
302,M,100,"1043 Old US Highway 52, New Richmond, OH, 45157",New Richmond,OH,45157,StreetAddress,4684000003,-84.285659,38.965468,1043 Old US Hwy 52,New Richmond,47,MCDONALDS,1043 Old US Hwy 52,New Richmond,New Richmond,OH,513-843-4592
303,M,100,"1043 Old US Highway 52, New Richmond, OH, 45157",New Richmond,OH,45157,StreetAddress,4684000003,-84.285659,38.965468,1043 Old US Hwy 52,New Richmond,23,MCDONALDS,1043 Old US Hwy 52,New Richmond,New Richmond,OH,513-553-0581
309,M,100,"3751 Montgomery Rd, Norwood, OH, 45212",Norwood,OH,45212,StreetAddress,4684000008,-84.46651,39.147853,3751 Montgomery Rd,Norwood,243,GOLD STAR CHILI,3751 Montgomery Rd,Norwood,Norwood,OH,513-873-2465
317,M,100,"4600 Smith Rd, Norwood, OH, 45212",Norwood,OH,45212,StreetAddress,4684000007,-84.453011,39.159743,4600 Smith Rd,Norwood,180,ARBYS ROAST BEEF RESTAURANTS,4600 Smith Rd,Norwood,Norwood,OH,513-351-8552
318,M,100,"8908 Reading Rd, Reading, OH, 45215",Reading,OH,45215,StreetAddress,4684000007,-84.44099,39.222694,8908 Reading Rd,Reading,38,MCDONALDS,8908 Reading Rd,Reading,Reading,OH,513-761-6702
319,M,100,"9188 Reading Rd, Reading, OH, 45215",Reading,OH,45215,StreetAddress,4684000007,-84.438734,39.22643,9188 Reading Rd,Reading,332,TACO BELL,9188 Reading Rd,Reading,Reading,OH,513-554-0017
320,M,100,"8398 Reading Rd, Reading, OH, 45237",Reading,OH,45237,StreetAddress,4684000007,-84.447695,39.211523,8398 Reading Rd,Reading,294,SUBWAY,8398 Reading Rd,Reading,Reading,OH,513-821-6800
321,M,100,"2076 Harshman Rd, Riverside, OH, 45424",Riverside,OH,45424,StreetAddress,4684000004,-84.129719,39.800459,2076 Harshman Rd,Riverside,343,TACO BELL,2076 Harshman Rd,Riverside,Riverside,OH,937-233-5478
322,M,100,"3131 Valley Pike, Riverside, OH, 45404",Riverside,OH,45404,StreetAddress,4684000008,-84.129885,39.797828,3131 Valley Pike,Riverside,163,KENTUCKY FRIED CHICKEN,3131 Valley Pike,Riverside,Riverside,OH,937-237-7181
326,M,100,"4209 Linden Ave, Riverside, OH, 45432",Riverside,OH,45432,StreetAddress,4684000004,-84.119005,39.744156,4209 Linden Av,Riverside,164,KENTUCKY FRIED CHICKEN,4209 Linden Av,Riverside,Riverside,OH,937-253-0888
327,M,100,"11974 Lebanon Rd, Sharonville, OH, 45241",Sharonville,OH,45241,StreetAddress,4684000015,-84.393728,39.292431,11974 Lebanon Rd,Sharonville,375,CHIPOTLE MEXICAN GRILL,11974 Lebanon Rd,Sharonville,Sharonville,OH,513-786-6565
328,M,100,"2241 Crowne Point Dr, Sharonville, OH, 45241",Sharonville,OH,45241,StreetAddress,4684000008,-84.437292,39.265938,2241 Crowne Point Dr,Sharonville,280,SUBWAY,2241 Crowne Point Dr,Sharonville,Sharonville,OH,513-722-7250
329,M,100,"3900 Hauck Rd, Sharonville, OH, 45241",Sharonville,OH,45241,StreetAddress,4684000015,-84.397023,39.290371,3900 Hauck Rd,Sharonville,24,MCDONALDS,3900 Hauck Rd,Sharonville,Sharonville,OH,513-563-6090
330,M,100,"1583 E Kemper Rd, Sharonville, OH, 45246",Sharonville,OH,45246,StreetAddress,4684000007,-84.446366,39.285395,1583 East Kemper Rd,Sharonville,95,WENDYS OLD FASHIONED HAMBURGERS,1583 East Kemper Rd,Sharonville,Sharonville,OH,513-772-2261
333,M,100,"11700 Princeton Pike, Springdale, OH, 45246",Springdale,OH,45246,StreetAddress,4684000008,-84.466509,39.290399,11700 Princeton Pike,Springdale,134,STARBUCKS COFFEE,11700 Princeton Pike,Springdale,Springdale,OH,513-671-0066
335,M,100,"11700 Princeton Pike, Springdale, OH, 45246",Springdale,OH,45246,StreetAddress,4684000008,-84.466509,39.290399,11700 Princeton Pike,Springdale,369,CHIPOTLE MEXICAN GRILL,11700 Princeton Pike,Springdale,Springdale,OH,513-671-7400
337,M,100,"501 E Kemper Rd, Springdale, OH, 45246",Springdale,OH,45246,StreetAddress,4684000017,-84.460698,39.287293,501 East Kemper Rd,Springdale,61,CHICK FIL A SPRINGDALE FSU,501 East Kemper Rd,Springdale,Springdale,OH,513-671-9333
338,M,100,"400 Northland Blvd, Springdale, OH, 45240",Springdale,OH,45240,StreetAddress,4684000005,-84.48545,39.282482,400 Northland Blvd,Springdale,100,WENDYS OLD FASHIONED HAMBURGERS,400 Northland Blvd,Springdale,Springdale,OH,513-851-2232
340,M,100,"810 Kemper Commons Cir, Springdale, OH, 45246",Springdale,OH,45246,StreetAddress,4684000015,-84.457689,39.287792,810 Kemper Commons Cir,Springdale,388,FIVE GUYS,810 Kemper Commons Cir,Springdale,Springdale,OH,513-671-3483
359,M,100,"8111 Highland Pointe Dr, West Chester, OH, 00000",West Chester,OH,0,StreetAddress,4684000018,-84.394289,39.34829,8111 Highland Pointe Dr,West Chester,225,WHITE CASTLE SYSTEM INCORPORATED,8111 Highland Pointe Dr,West Chester,West Chester,OH,513-755-6000
360,M,100,"7325 Kingsgate Way, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000001,-84.370005,39.353082,7325 Kingsgate Way,West Chester,197,ARBYS ROAST BEEF RESTAURANTS,7325 Kingsgate Way,West Chester,West Chester,OH,513-777-2616
362,M,100,"8251 Princeton Glendale Rd, West Chester, OH, 00000",West Chester,OH,0,StreetAddress,4684000003,-84.461451,39.351596,8251 Princeton Glendale Rd,West Chester,49,MCDONALDS,8251 Princeton Glendale Rd,West Chester,West Chester,OH,513-857-5745
363,M,100,"7782 Dudley Dr, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000001,-84.369578,39.353919,7782 Dudley Dr,West Chester,157,BURGER KING RESTAURANT,7782 Dudley Dr,West Chester,West Chester,OH,513-777-8323
364,M,100,"9244 Floer Dr, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000004,-84.430964,39.322925,9244 Floer Dr,West Chester,136,STARBUCKS COFFEE COMPANY,9244 Floer Dr,West Chester,West Chester,OH,513-860-0329
365,M,100,"7085 Liberty Centre Dr, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000018,-84.384576,39.37194,7085 Liberty Centre Dr,West Chester,40,MCDONALDS,7085 Liberty Centre Dr,West Chester,West Chester,OH,513-777-9688
366,M,100,"8288 Cincinnati Dayton Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000018,-84.395495,39.347078,8288 Cincinnati Dayton Rd,West Chester,283,SUBWAY,8288 Cincinnati Dayton Rd,West Chester,West Chester,OH,513-759-1872
367,M,100,"8291 Cincinnati Dayton Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000018,-84.395638,39.347046,8291 Cincinnati Dayton Rd,West Chester,284,SUBWAY,8291 Cincinnati Dayton Rd,West Chester,West Chester,OH,513-759-6521
369,M,100,"7783 Cox Ln, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000015,-84.366489,39.353463,7783 Cox Ln,West Chester,138,STARBUCKS COFFEE COMPANY,7783 Cox Ln,West Chester,West Chester,OH,513-755-3739
373,M,100,"9324 Union Centre Blvd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000016,-84.430307,39.324475,9324 Union Centre Blvd,West Chester,384,CHIPOTLE MEXICAN GRILL INCORPORATED,9324 Union Centre Blvd,West Chester,West Chester,OH,513-942-5501
374,M,100,"8251 Princeton Glendale Rd, West Chester, OH, 00000",West Chester,OH,0,StreetAddress,4684000003,-84.461451,39.351596,8251 Princeton Glendale Rd,West Chester,50,MCDONALDS,8251 Princeton Glendale Rd,West Chester,West Chester,OH,513-860-4106
377,M,100,"8232 Princeton Glendale Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000003,-84.461288,39.351866,8232 Princeton Glendale Rd,West Chester,265,MJJ SUBWAY,8232 Princeton Glendale Rd,West Chester,West Chester,OH,513-860-2666
378,M,100,"8382 Cincinnati Dayton Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000018,-84.395633,39.34529,8382 Cincinnati Dayton Rd,West Chester,177,ARBYS RESTAURANT,8382 Cincinnati Dayton Rd,West Chester,West Chester,OH,513-755-6031
379,M,100,"8324 Cincinnati Dayton Rd, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000018,-84.395541,39.346357,8324 Cincinnati Dayton Rd,West Chester,96,WENDYS OLD FASHIONED HAMBURGERS,8324 Cincinnati Dayton Rd,West Chester,West Chester,OH,513-779-6516
380,M,100,"8245 Highland Pointe Dr, West Chester, OH, 45069",West Chester,OH,45069,StreetAddress,4684000018,-84.394605,39.34618,8245 Highland Pointe Dr,West Chester,394,SONIC DRIVE IN WESTCHESTER,8245 Highland Pointe Dr,West Chester,West Chester,OH,513-779-7700
