Score,Match_type,Match_addr,neighborhood,MetroArea,long,lat,county,state,id,facilityname,city,zip,fedfunded,rhc,rural
97.82,A,"1005 Walnut St, Cincinnati, Ohio, 45202",Central Business District,Cincinnati Metro Area,-84.51278356,39.10687724,Hamilton County,OH,361021,NEIGHBORHOOD HEALTH CARE INC,Cincinnati,45202,Yes,No,No
98,A,"4623 Wesley Ave, Cincinnati, Ohio, 45212", ,Cincinnati Metro Area,-84.45057914,39.16105086,Hamilton County,OH,361009,NEIGHBORHOOD HEALTH CARE INC,Cincinnati,45212,No,No,No
97.89,A,"3512 Eastern Ave, Cincinnati, Ohio, 45226",Columbia-Tusculum,Cincinnati Metro Area,-84.4392885,39.11610796,Hamilton County,OH,361847,"NEIGHBORHOOD HEALTH CARE, INC",Cincinnati,45226,Yes,No,No
91.75,A,"1050 Old US Highway 52, New Richmond, Ohio, 45157", ,Cincinnati Metro Area,-84.28550144,38.96539311,Clermont County,OH,361810,NEW RICHMOND FAMILY PRACTICE,New Richmond,45157,Yes,No,No
98.33,A,"1415 Jefferson Ave, Toledo, Ohio, 43604",Center City, ,-83.54535502,41.65454041,Lucas County,OH,361105,NEXUS HEALTHCARE,Toledo,43604,Yes,No,No
98.4,A,"1 Aurora L Gonzalez Dr, Toledo, Ohio, 43609",Southside, ,-83.56315874,41.63168846,Lucas County,OH,361891,NHA PEDIATRICS,Toledo,43609,No,No,No
98.13,A,"1817 Louis Coleman Jr Dr, Louisville, Kentucky, 40211",Park Duvalle, ,-85.81214969,38.2277152,Jefferson County,KY,181801,"PARK DUVALLE COMMUNITY HEALTH CENTER, INC",Louisville,40211,Yes,No,No
98.18,A,"212 N Main St, London, Ohio, 43140", , ,-83.45522871,39.89215167,Madison County,OH,361079,ROCKING HORSE CHILDREN'S HEALTH CENTER,London,43140,Yes,No,Yes
97.59,A,"425 Chestnut St, Chillicothe, Ohio, 45601", , ,-82.99566763,39.33645121,Ross County,OH,361826,ROSS COUNTY AMBULATORY CLINIC,Chillicothe,45601,Yes,No,Yes
97.63,A,"210 Saffell St, Lawrenceburg, Kentucky, 40342", , ,-84.89835968,38.03187685,Anderson County,KY,181988,SAFFELL STREET ELEMENTARY HEALTHY KIDS CLINIC,Lawrenceburg,40342,Yes,No,Yes
97.55,A,"462 Chardon St, Painesville, Ohio, 44077", , ,-81.25513579,41.7295259,Lake County,OH,361124,SIGNATURE HEALTH INC,Painesville,44077,Yes,No,No
98.08,A,"595 Van Buren Dr, Columbus, Ohio, 43223",South Franklinton, ,-83.02075313,39.9469654,Franklin County,OH,361075,SOUTHEAST INC,Columbus,43223,Yes,No,No
97.4,A,"44 Water St, Owingsville, Kentucky, 40360", , ,-83.75855347,38.14681617,Bath County,KY,181968,"STERLING HEALTH SOLUTIONS, INC",Owingsville,40360,Yes,No,Yes
97.66,A,"4307 Camargo Rd, Mount Sterling, Kentucky, 40353", , ,-83.88892438,37.99462441,Montgomery County,KY,181019,"STERLING HEALTH SOLUTIONS, INC",Mount Sterling,40353,Yes,No,Yes
98.21,A,"777 W State St, Columbus, Ohio, 43222",Franklinton, ,-83.02089621,39.95770065,Franklin County,OH,361982,THE NURSING CENTER FOR FAMILY HEALTH,Columbus,43222,Yes,No,No
98.05,A,"117 Main St, Toledo, Ohio, 43605",East Toledo, ,-83.52297922,41.64806543,Lucas County,OH,361837,TOLEDO FAMILY HEALTH CENTER,Toledo,43605,Yes,No,No
97.93,A,"3036 Woodburn Ave, Cincinnati, Ohio, 45206",Evanston,Cincinnati Metro Area,-84.47632925,39.13312442,Hamilton County,OH,361876,WALNUT HILLS EVANSTON HEALTH CENTER,Cincinnati,45206,Yes,No,No
97.93,A,"3036 Woodburn Ave, Cincinnati, Ohio, 45206",Evanston,Cincinnati Metro Area,-84.47632925,39.13312442,Hamilton County,OH,361822,WALNUT HILLS EVANSTON MEDICAL CENTER I,Cincinnati,45206,Yes,No,No
97.82,A,"1005 Walnut St, Cincinnati, Ohio, 45202",Central Business District,Cincinnati Metro Area,-84.51278356,39.10687724,Hamilton County,OH,361108,WALNUT STREET HEALTH CENTER,Cincinnati,45202,Yes,No,No
97.69,A,"95 Champion Dr, Monticello, Kentucky, 42633", , ,-84.86327412,36.82627212,Wayne County,KY,181946,WAYNE COUNTY MIDDLE HEALTHY KIDS CLINIC,Monticello,42633,Yes,No,Yes
97.74,A,"1413 Linn St, Cincinnati, Ohio, 45214",West End,Cincinnati Metro Area,-84.52767704,39.11026301,Hamilton County,OH,361806,WEST END HEALTH CENTER INC,Cincinnati,45214,Yes,No,No
88.18,M,"150 Chestnut Ridge Rd, West Union, Ohio, 45693", , ,-83.51108647,38.78251485,ADAMS COUNTY,OH,361819,WEST UNION FAMILY HEALTH CENTER,West Union,45693,Yes,No,Yes
97.93,A,"5275 Winneste Ave, Cincinnati, Ohio, 45232",Winton Hills,Cincinnati Metro Area,-84.5146479,39.18550799,Hamilton County,OH,361845,WINTON HILLS MEDICAL & HLTH CTR INC,Cincinnati,45232,Yes,No,No
97.63,A,"1840 E Gypsy Lane Rd, Bowling Green, Ohio, 43402", , ,-83.61615919,41.35465387,Wood County,OH,361052,WOOD COUNTY COMMUNITY HEALTH & WELLNESS CENTER,Bowling Green,43402,Yes,No,Yes
