"id","id2","geography","population","population.moe","mpop","mpop.moe","fpop","fpop.moe","white","white.moe","black","black.moe","ind.alaska","ind.alaska.moe","asian","asian.moe","hawaiian","hawaiian.moe","other","other.moe","two.races","two.races.moe","hispanic","hispanic.moe","fam.houses","fam.houses.moe","married.fams","married.fams.moe","nonfam.houses","nonfam.houses.moe","highschool","highschool.moe","ged","ged.moe","less1yr.college","less1yr.college.moe","some.college","some.college.moe","associates","associates.moe","bachelors","bachelors.moe","masters","masters.moe","professional","professional.moe","doctorate","doctorate.moe","med.income","med.income.moe","pc.income","pc.income.moe","poverty","poverty.moe","med.home.val","med.home.val.moe","m.18to19","m.18to19.moe","m.20","m.20.moe","m.21","m.21.moe","m.22to24","m.22to24.moe","m.25to29","m.25to29.moe","m.30to34","m.30to34.moe","m.35to39","m.35to39.moe","m.40to44","m.40to44.moe","m.45to49","m.45to49.moe","m.50to54","m.50to54.moe","m.55to59","m.55to59.moe","m.60to61","m.60to61.moe","m.62to64","m.62to64.moe","m.65to66","m.65to66.moe","m.67to69","m.67to69.moe","m.70to74","m.70to74.moe","m.75to79","m.75to79.moe","m.80to84","m.80to84.moe","m.85up","m.85up.moe","f.18to19","f.18to19.moe","f.20","f.20.moe","f.21","f.21.moe","f.22to24","f.22to24.moe","f.25to29","f.25to29.moe","f.30to34","f.30to34.moe","f.35to39","f.35to39.moe","f.40to44","f.40to44.moe","f.45to49","f.45to49.moe","f.50to54","f.50to54.moe","f.55to59","f.55to59.moe","f.60to61","f.60to61.moe","f.62to64","f.62to64.moe","f.65to66","f.65to66.moe","f.67to69","f.67to69.moe","f.70to74","f.70to74.moe","f.75to79","f.75to79.moe","f.80to84","f.80to84.moe","f.85up","f.85up.moe","pc_high_school_graduates_25older","pc_not_high_school_graduates_16to19","jobless_16_19","median_size_over_3"
"1500000US390610238005",3.9061e+11,"Block Group 5, Census Tract 238, Hamilton County, Ohio",788,264,322,159,466,153,409,155,362,215,0,11,17,27,0,11,0,11,0,11,0,11,48,44,30,33,492,169,150,99,41,38,85,107,206,157,0,11,188,115,18,22,0,11,0,11,"36167","14547",30386,6227,8,15,"93300","15650",8,19,26,38,0,11,0,11,65,55,19,41,63,100,28,39,0,11,15,25,24,32,0,11,0,11,10,16,49,67,8,15,0,11,7,16,0,11,0,11,0,11,9,21,0,11,22,36,0,11,0,11,30,38,53,83,79,93,0,11,0,11,21,35,0,11,67,90,79,104,24,31,61,77,21,29,0.923489932885906,0,0,1
"1500000US390610239011",3.9061e+11,"Block Group 1, Census Tract 239.01, Hamilton County, Ohio",758,155,421,112,337,70,650,131,52,82,0,11,56,85,0,11,0,11,0,11,0,11,257,64,248,64,86,50,87,82,21,23,23,34,55,36,34,33,264,89,89,49,44,45,0,11,"89861","39764",46046,7855,0,11,"282000","20787",0,11,0,11,0,11,0,11,11,16,17,20,19,17,24,29,27,44,18,21,31,24,11,17,42,27,0,11,9,13,9,14,38,43,59,42,0,11,0,11,0,11,0,11,0,11,12,18,12,12,13,16,35,33,0,11,41,32,16,18,20,21,8,13,8,14,17,18,36,42,35,41,33,27,16,19,1,0,0,1
"1500000US390610239012",3.9061e+11,"Block Group 2, Census Tract 239.01, Hamilton County, Ohio",1950,231,970,135,980,132,1511,219,69,64,0,11,350,139,0,11,20,33,0,11,67,82,591,67,549,71,90,48,153,70,57,46,37,35,102,64,41,31,421,92,300,83,88,69,43,31,"84972","42360",46453,8304,28,19,"322300","34685",19,21,27,29,13,20,34,30,71,50,64,33,64,37,53,36,39,28,46,38,74,38,50,44,28,26,45,32,29,22,32,25,8,13,8,13,9,14,8,12,10,17,0,11,50,46,56,33,65,31,95,46,44,27,47,34,83,48,80,43,36,28,55,36,18,19,7,10,41,24,19,21,0,11,0,11,0.981042654028436,0,0.833333333333333,1
"1500000US390610239013",3.9061e+11,"Block Group 3, Census Tract 239.01, Hamilton County, Ohio",1066,226,587,166,479,84,705,166,15,24,0,11,312,179,0,11,0,11,34,49,101,87,316,63,242,61,80,31,122,78,8,12,23,22,120,57,26,24,208,77,135,58,17,19,6,9,"66500","15116",35480,7351,34,36,"122000","10172",8,14,0,11,0,11,51,45,0,11,30,21,50,30,50,40,34,30,22,30,17,19,0,11,0,11,9,13,33,28,0,11,25,33,8,13,7,11,7,11,0,11,0,11,0,11,26,23,25,19,49,33,78,45,70,51,19,20,19,22,0,11,9,14,23,20,7,11,33,37,22,21,0,11,0,11,1,0,0.566037735849057,1
"1500000US390610239014",3.9061e+11,"Block Group 4, Census Tract 239.01, Hamilton County, Ohio",920,167,395,96,525,107,792,159,105,54,0,11,23,28,0,11,0,11,0,11,54,87,209,57,190,57,166,54,73,54,0,11,36,34,104,51,78,58,233,76,128,52,41,40,20,22,"-","**",43758,9711,8,13,"331700","84744",12,17,0,11,0,11,0,11,0,11,6,10,20,19,8,13,27,24,41,33,45,31,28,25,8,12,0,11,7,11,9,13,23,26,0,11,71,51,0,11,0,11,0,11,11,18,15,25,20,25,17,18,15,17,11,16,53,36,59,37,17,19,28,32,9,14,14,19,29,35,33,33,24,23,110,56,0.954484605087015,0,1,1
"1500000US390610239021",3.9061e+11,"Block Group 1, Census Tract 239.02, Hamilton County, Ohio",1061,165,528,107,533,102,912,166,50,56,0,11,25,31,0,11,51,71,23,33,75,84,329,50,294,52,149,72,134,63,0,11,41,36,108,53,140,55,290,90,85,44,27,24,24,21,"80938","11573",44295,6785,19,21,"257100","26298",10,14,0,11,10,15,0,11,68,60,24,25,10,16,42,25,8,17,46,32,49,31,20,21,27,25,33,27,9,13,52,33,18,19,17,18,12,20,18,28,0,11,11,16,10,15,13,21,0,11,25,23,17,23,17,20,56,36,52,37,52,36,52,36,17,19,32,25,25,24,45,30,23,33,0,11,0.986062717770035,0,0.265625,1
"1500000US390610239022",3.9061e+11,"Block Group 2, Census Tract 239.02, Hamilton County, Ohio",788,142,389,79,399,90,761,138,0,11,0,11,0,11,0,11,0,11,27,45,0,11,242,47,234,45,67,37,53,34,0,11,9,13,16,18,6,9,246,67,135,57,46,33,27,24,"144940","36957",62183,10290,0,11,"329400","42473",0,11,0,11,0,11,0,11,0,11,13,15,23,21,47,28,18,22,48,32,21,22,19,20,8,13,21,17,10,15,8,13,18,19,27,23,0,11,0,11,0,11,0,11,0,11,0,11,22,19,53,34,20,19,0,11,52,35,19,20,21,23,23,24,0,11,25,21,8,12,8,13,17,18,8,13,0.96588868940754,0,1,1
"1500000US390610239023",3.9061e+11,"Block Group 3, Census Tract 239.02, Hamilton County, Ohio",1631,213,669,103,962,148,1571,210,16,21,0,11,8,12,0,11,10,16,26,30,22,35,405,58,361,56,291,77,134,66,17,21,21,23,57,40,124,55,513,104,167,59,68,31,18,19,"104295","17437",62150,11800,19,21,"309000","52663",33,25,0,11,6,11,10,16,0,11,20,26,49,31,31,27,65,36,61,35,50,36,10,16,15,22,10,15,30,25,42,31,0,11,25,20,44,34,17,19,0,11,9,15,11,17,0,11,48,33,63,31,36,25,54,29,36,28,60,35,24,26,15,18,34,31,32,21,54,33,31,36,76,40,143,77,0.966321243523316,0,0.390243902439024,1
"1500000US390610239024",3.9061e+11,"Block Group 4, Census Tract 239.02, Hamilton County, Ohio",1357,208,705,139,652,111,1069,210,17,12,0,11,201,133,0,11,53,72,17,19,82,61,353,56,353,56,39,29,89,60,0,11,0,11,38,31,52,29,319,102,221,69,119,56,33,26,"195595","21751",65458,10071,0,11,"468200","54123",9,13,10,14,8,13,31,25,37,41,25,22,25,18,23,24,82,48,61,33,51,29,10,16,20,21,18,18,23,24,16,23,24,21,23,26,9,7,13,19,0,11,19,28,14,23,0,11,24,21,38,24,52,40,71,44,60,32,62,33,13,16,24,24,16,18,8,12,32,26,11,18,11,21,23,21,0.976457399103139,0,0.525,0
"1500000US390610240011",3.9061e+11,"Block Group 1, Census Tract 240.01, Hamilton County, Ohio",1154,343,563,204,591,165,1044,327,25,35,0,11,52,84,0,11,0,11,33,52,38,56,331,86,310,83,43,30,169,104,0,11,0,11,65,57,23,27,247,116,191,91,67,54,22,26,"107679","58776",42714,10189,20,24,"341800","21566",18,30,0,11,0,11,0,11,44,43,32,30,68,67,10,16,48,53,36,38,52,47,1,11,35,28,32,51,9,14,10,16,24,28,20,24,0,11,0,11,0,11,0,11,0,11,38,45,41,40,57,67,11,24,36,40,13,22,29,31,22,34,9,14,38,56,25,27,11,18,12,20,11,18,21,32,0.986163522012579,1,0.704545454545455,1
"1500000US390610240012",3.9061e+11,"Block Group 2, Census Tract 240.01, Hamilton County, Ohio",1195,232,715,195,480,144,1016,223,45,40,0,11,117,135,0,11,0,11,17,29,41,68,237,95,158,80,429,131,277,157,0,11,70,55,14,22,171,75,266,102,57,47,90,81,63,77,"53365","24793",42135,14840,0,11,"168000","66476",0,11,1,2,0,11,0,11,178,116,41,46,14,22,49,55,62,70,98,73,44,41,33,38,16,25,0,11,0,11,0,11,0,11,103,88,10,15,14,21,0,11,0,11,14,22,83,62,17,29,31,26,9,15,90,75,0,11,11,19,45,40,0,11,13,20,33,41,0,11,15,24,21,31,53,71,0.942937324602432,0,0.517241379310345,1
"1500000US390610240013",3.9061e+11,"Block Group 3, Census Tract 240.01, Hamilton County, Ohio",678,210,282,109,396,119,582,204,12,20,0,11,84,106,0,11,0,11,0,11,33,54,205,90,181,86,151,73,16,27,0,11,15,24,67,51,15,24,227,90,106,68,15,24,76,120,"48750","43474",49260,20763,13,21,"575900","283758",0,11,0,11,0,11,9,15,0,11,16,26,15,24,36,44,15,24,13,21,31,35,0,11,16,25,0,11,9,16,12,20,11,17,52,63,0,11,0,11,0,11,0,11,12,21,16,26,15,24,15,26,17,27,54,45,0,11,17,26,0,11,16,27,12,20,0,11,21,25,25,29,53,64,50,39,1,0,0,1
"1500000US390610240014",3.9061e+11,"Block Group 4, Census Tract 240.01, Hamilton County, Ohio",689,245,226,95,463,176,500,244,140,133,0,11,21,31,0,11,28,46,0,11,15,24,199,77,70,53,82,28,61,72,21,32,56,45,60,70,67,41,130,76,42,33,16,27,10,17,"57750","37926",26950,10985,51,67,"166800","19937",0,11,22,34,0,11,0,11,0,11,16,27,64,69,43,43,0,11,0,11,0,11,21,32,0,11,0,11,9,16,0,11,0,11,0,11,13,21,0,11,0,11,17,28,24,42,0,11,96,81,46,44,15,24,15,24,38,28,54,50,15,24,9,16,0,11,0,11,0,11,9,14,0,11,19,30,0.960580912863071,0,1,1
"1500000US390610240015",3.9061e+11,"Block Group 5, Census Tract 240.01, Hamilton County, Ohio",696,191,324,126,372,134,535,154,0,11,15,24,31,39,0,11,60,86,55,73,58,67,206,74,117,60,148,59,155,77,0,11,90,68,56,57,24,27,113,89,53,45,0,11,27,35,"57083","9609",36232,7085,0,11,"153100","18810",0,11,0,11,0,11,24,39,28,45,15,25,1,10,16,25,45,48,47,35,29,31,18,30,11,19,0,11,0,11,12,20,13,20,21,24,13,21,0,11,0,11,0,11,0,11,0,11,34,40,39,33,0,11,49,40,32,42,22,31,11,18,0,11,22,26,0,11,0,11,25,29,34,38,34,32,0.907180385288967,0,1,1
"1500000US390610240016",3.9061e+11,"Block Group 6, Census Tract 240.01, Hamilton County, Ohio",957,286,323,133,634,193,424,177,370,166,0,11,0,11,0,11,0,11,163,232,50,73,272,86,128,66,64,54,26,23,0,11,23,38,99,66,17,28,101,51,150,108,14,24,43,47,"54333","26987",22645,11343,33,36,"127700","85196",0,11,49,70,0,11,0,11,13,21,22,34,0,11,0,11,16,26,29,33,38,43,0,11,27,42,0,11,0,11,9,16,9,16,0,11,0,11,0,11,0,11,0,11,14,24,29,33,21,32,39,46,34,49,78,92,17,28,32,35,23,32,0,11,0,11,0,11,27,30,10,17,0,11,0,11,1,0,0.373493975903614,1
"1500000US390610240021",3.9061e+11,"Block Group 1, Census Tract 240.02, Hamilton County, Ohio",1941,201,774,124,1167,140,1781,192,101,85,2,3,47,38,0,11,0,11,10,15,41,55,413,62,386,59,421,69,206,69,11,21,71,53,159,57,76,34,512,103,235,61,92,40,51,42,"84097","15650",52639,6186,0,11,"379500","35433",7,12,1,2,8,12,9,13,0,11,79,41,25,23,69,42,70,43,60,32,83,33,0,11,43,38,1,2,32,25,1,2,13,18,46,32,75,44,10,16,0,11,0,11,9,13,42,33,49,29,18,20,58,35,97,54,104,40,41,25,23,22,47,32,13,18,7,11,13,19,25,22,96,39,254,68,0.952156334231806,0,0.904255319148936,1
"1500000US390610240022",3.9061e+11,"Block Group 2, Census Tract 240.02, Hamilton County, Ohio",859,139,402,82,457,87,804,129,0,11,0,11,55,65,0,11,0,11,0,11,0,11,273,50,227,46,84,35,66,30,0,11,22,20,75,42,33,26,252,69,127,52,15,17,21,20,"85417","20032",42574,6707,9,16,"273600","24889",32,30,7,11,0,11,0,11,0,11,39,27,17,18,35,27,18,20,27,23,16,17,25,19,8,11,0,11,28,21,14,14,34,24,24,21,8,13,8,12,0,11,0,11,17,18,36,29,14,16,40,24,29,32,26,21,28,25,49,29,8,11,7,12,0,11,31,25,37,22,19,19,8,12,8,12,0.965244865718799,0.5,0.846153846153846,1
"1500000US390610241001",3.9061e+11,"Block Group 1, Census Tract 241, Hamilton County, Ohio",1041,208,556,122,485,121,1041,208,0,11,0,11,0,11,0,11,0,11,0,11,0,11,301,83,239,82,117,86,102,89,13,20,30,33,68,49,57,70,199,92,173,78,14,24,12,20,"75702","26436",40593,7744,14,23,"212100","45549",24,27,14,23,14,23,0,11,61,70,0,11,27,31,41,36,57,40,30,33,0,11,42,66,12,21,16,26,40,35,14,24,0,11,0,11,0,11,12,20,16,25,0,11,15,24,0,11,45,40,14,23,42,37,62,51,52,35,43,68,0,11,40,35,0,11,15,24,14,23,0,11,0,11,16,26,0.978038067349927,0,0.430769230769231,1
"1500000US390610241002",3.9061e+11,"Block Group 2, Census Tract 241, Hamilton County, Ohio",882,247,425,147,457,147,833,263,0,11,0,11,49,78,0,11,0,11,0,11,61,63,238,91,211,91,96,46,47,43,0,11,27,42,12,19,52,46,200,89,146,96,60,53,13,21,"87031","31873",31582,5772,0,11,"210500","29658",9,15,0,11,10,17,10,17,17,27,32,26,67,69,14,23,25,21,25,29,9,14,0,11,25,22,15,24,0,11,41,55,0,11,0,11,0,11,11,17,14,24,0,11,0,11,31,35,72,66,30,33,0,11,71,47,14,23,22,25,43,66,9,16,0,11,0,11,0,11,0,11,0,11,15,23,0.965337954939341,0,0.45,1
"1500000US390610241003",3.9061e+11,"Block Group 3, Census Tract 241, Hamilton County, Ohio",560,166,254,106,306,73,560,166,0,11,0,11,0,11,0,11,0,11,0,11,0,11,182,61,141,61,47,46,78,60,15,24,58,41,0,11,30,33,115,62,61,62,0,11,0,11,"55917","23666",26967,7267,0,11,"190400","17551",0,11,0,11,10,17,10,17,0,11,12,21,17,27,13,21,0,11,33,35,0,11,0,11,14,23,0,11,15,24,14,20,24,27,15,24,0,11,16,25,0,11,0,11,0,11,13,22,17,28,29,36,0,11,30,32,25,29,0,11,14,23,0,11,0,11,15,24,44,33,15,24,25,28,0,11,0.9296875,0,0.380952380952381,1
"1500000US390610241004",3.9061e+11,"Block Group 4, Census Tract 241, Hamilton County, Ohio",1408,305,598,150,810,217,1246,314,34,37,0,11,44,52,0,11,0,11,84,88,117,119,336,83,292,81,214,99,157,111,0,11,28,32,35,38,43,42,387,204,252,105,16,26,0,11,"85357","33609",38544,7162,0,11,"264300","27028",23,26,0,11,25,20,0,11,26,25,26,30,90,74,28,31,56,76,57,40,40,39,0,11,14,22,0,11,57,70,0,11,32,35,0,11,0,11,9,17,0,11,15,23,13,23,56,69,13,23,92,73,14,22,13,21,45,30,28,32,84,73,0,11,0,11,29,33,15,24,68,48,0,11,47,43,0.987096774193548,0,0.580246913580247,0
"1500000US390610241005",3.9061e+11,"Block Group 5, Census Tract 241, Hamilton County, Ohio",1447,258,738,159,709,123,1402,265,0,11,0,11,0,11,0,11,0,11,45,63,84,136,456,83,441,85,127,68,169,90,27,31,59,40,105,60,96,56,281,104,271,120,26,30,49,48,"94531","15572",55649,12318,9,16,"316500","65348",0,11,0,11,0,11,13,21,40,45,35,40,72,51,36,40,77,56,28,31,71,49,35,32,27,31,28,30,35,30,28,29,0,11,0,11,14,22,12,19,0,11,0,11,0,11,49,48,32,38,74,51,29,34,38,41,45,36,93,54,13,21,28,32,28,32,52,38,47,40,45,42,0,11,0,11,0.985441310282075,0,0.375,1
"1500000US390610241006",3.9061e+11,"Block Group 6, Census Tract 241, Hamilton County, Ohio",1360,338,732,225,628,161,1341,337,17,26,1,3,0,11,0,11,0,11,1,2,2,4,398,101,298,85,74,52,143,93,16,26,33,35,56,51,93,82,369,166,154,69,50,49,40,36,"94167","31624",55015,16729,0,11,"441800","110852",0,11,48,72,1,3,8,12,32,33,85,84,14,20,33,34,13,18,39,35,31,32,42,45,64,46,17,23,39,36,4,9,36,42,0,11,26,35,13,23,0,11,0,11,12,19,48,40,58,67,27,32,15,23,76,56,66,73,50,41,0,11,43,39,0,11,14,23,30,33,40,44,5,12,26,33,0.980472764645427,0,0.853932584269663,1
"1500000US390610242001",3.9061e+11,"Block Group 1, Census Tract 242, Hamilton County, Ohio",1582,229,852,128,730,153,1286,236,214,115,0,11,29,30,0,11,19,28,34,53,35,33,410,84,364,83,352,104,134,56,31,35,80,48,157,80,70,43,505,144,156,64,18,16,29,27,"69118","6831",44679,7744,18,21,"217200","30053",12,14,5,8,10,16,0,11,32,28,56,55,44,55,71,56,40,33,4,6,46,28,47,40,20,21,19,18,36,28,35,40,36,29,0,11,179,79,12,21,0,11,0,11,11,17,49,38,78,54,12,17,21,25,75,52,42,28,21,17,0,11,39,30,15,14,43,35,34,25,6,9,81,62,57,34,0.953150242326333,0,1,1
"1500000US390610242002",3.9061e+11,"Block Group 2, Census Tract 242, Hamilton County, Ohio",1073,276,534,176,539,139,963,270,42,42,0,11,68,97,0,11,0,11,0,11,0,11,270,61,245,61,54,29,67,44,0,11,10,12,107,68,32,23,245,97,168,82,55,42,64,61,"144600","20831",51528,13303,0,11,"296200","26894",15,20,0,11,0,11,0,11,5,9,36,48,62,40,9,14,25,29,52,39,49,43,20,31,29,32,7,10,10,13,16,15,9,14,6,14,14,19,8,11,0,11,4,8,5,9,7,11,24,26,44,33,14,22,38,37,65,41,51,30,45,37,21,22,10,15,13,14,27,33,26,21,14,19,45,45,0.943253467843632,0,0.741379310344828,1
"1500000US390610243011",3.9061e+11,"Block Group 1, Census Tract 243.01, Hamilton County, Ohio",537,177,301,122,236,78,452,172,0,11,0,11,85,62,0,11,0,11,0,11,90,140,149,47,135,42,26,32,97,85,0,11,9,14,0,11,9,14,136,77,78,52,15,17,22,26,"116164","28424",47890,15247,0,11,"333100","55949",0,11,0,11,0,11,0,11,0,11,26,35,25,27,8,15,13,18,20,19,16,14,0,11,28,22,0,11,4,8,24,28,0,11,20,31,5,8,0,11,0,11,0,11,0,11,13,17,12,18,34,31,14,23,0,11,27,21,28,28,18,20,0,11,0,11,4,9,12,14,11,16,0,11,4,9,1,0,1,1
"1500000US390610243012",3.9061e+11,"Block Group 2, Census Tract 243.01, Hamilton County, Ohio",862,235,442,154,420,143,454,151,97,105,0,11,185,100,0,11,0,11,126,163,53,80,185,75,125,63,220,81,77,62,10,16,6,11,108,98,35,33,132,65,65,48,0,11,12,20,"56563","17414",35235,13248,9,14,"-","**",10,15,0,11,0,11,34,42,76,48,133,77,37,27,36,36,12,20,0,11,9,13,5,8,9,14,0,11,0,11,0,11,0,11,0,11,0,11,42,56,26,36,0,11,49,50,49,49,40,29,35,47,28,32,20,23,0,11,26,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0.864077669902913,0,0.725806451612903,1
"1500000US390610243013",3.9061e+11,"Block Group 3, Census Tract 243.01, Hamilton County, Ohio",1042,337,459,147,583,233,560,194,293,280,0,11,156,94,0,11,0,11,33,52,0,11,273,91,147,43,126,60,30,24,5,8,12,20,94,41,8,13,139,56,158,58,46,48,10,15,"50568","22950",30529,10245,58,72,"171800","36322",6,10,0,11,0,11,0,11,51,50,15,18,42,41,11,17,11,14,12,18,39,27,11,17,8,13,0,11,8,13,10,13,0,11,0,11,5,8,0,11,58,72,0,11,29,29,0,11,36,29,38,43,30,25,35,32,48,48,36,25,0,11,0,11,4,9,13,16,7,11,12,14,19,21,18,18,0.967244701348748,0,0,1
"1500000US390610243014",3.9061e+11,"Block Group 4, Census Tract 243.01, Hamilton County, Ohio",1260,205,623,117,637,117,886,179,71,94,0,11,223,120,0,11,9,13,71,54,18,27,381,63,345,72,67,39,20,22,0,11,44,40,100,67,64,39,356,95,167,68,61,38,42,30,"183636","56233",71995,13335,0,11,"450000","72469",27,29,0,11,0,11,16,24,21,22,18,21,9,15,39,23,69,40,65,37,74,51,9,13,26,24,25,21,3,6,19,15,30,33,0,11,0,11,7,13,0,11,0,11,43,35,0,11,22,23,26,25,28,23,73,42,88,46,72,38,20,23,26,24,10,11,5,8,26,32,31,39,13,21,7,11,1,0,0.703703703703704,1
"1500000US390610243031",3.9061e+11,"Block Group 1, Census Tract 243.03, Hamilton County, Ohio",1135,295,525,192,610,177,943,267,84,103,0,11,108,143,0,11,0,11,0,11,0,11,279,94,120,56,248,117,177,109,67,64,46,42,44,51,69,58,85,59,165,165,0,11,0,11,"45063","42666",22847,6665,75,74,"165300","52504",0,11,0,11,0,11,0,11,51,65,85,84,0,11,21,34,36,33,101,92,15,24,0,11,0,11,0,11,17,28,10,15,15,23,15,24,0,11,31,47,0,11,0,11,37,45,0,11,71,57,11,17,18,27,76,68,11,18,31,35,0,11,34,40,45,43,31,26,0,11,16,24,0,11,52,80,0.856955380577428,0,0.747967479674797,1
"1500000US390610243032",3.9061e+11,"Block Group 2, Census Tract 243.03, Hamilton County, Ohio",1699,335,822,177,877,211,1461,323,33,55,0,11,179,130,0,11,0,11,26,30,16,25,485,104,413,91,42,35,134,114,0,11,29,39,99,95,78,47,336,111,191,92,93,68,26,31,"144125","27701",47097,8581,17,29,"303600","27627",31,38,0,11,45,67,26,31,14,24,14,24,16,24,49,43,87,49,135,88,98,63,0,11,12,20,0,11,9,17,53,54,0,11,0,11,0,11,9,16,0,11,0,11,29,33,69,57,15,25,38,50,36,40,125,69,77,51,37,39,23,33,64,59,0,11,0,11,0,11,15,24,0,11,0,11,1,0,0.518181818181818,1
"1500000US390610243033",3.9061e+11,"Block Group 3, Census Tract 243.03, Hamilton County, Ohio",835,227,381,114,454,135,835,227,0,11,0,11,0,11,0,11,0,11,0,11,0,11,274,88,222,96,39,40,221,162,0,11,0,11,49,43,22,26,87,68,213,101,0,11,9,17,"111375","29754",50584,10118,0,11,"205800","53976",0,11,0,11,0,11,0,11,25,30,39,48,18,30,47,46,14,23,53,42,54,70,0,11,11,18,0,11,15,24,16,26,0,11,0,11,0,11,0,11,0,11,0,11,9,16,16,27,62,56,36,37,38,42,58,49,0,11,88,79,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,0,0.666666666666667,1
"1500000US390610243034",3.9061e+11,"Block Group 4, Census Tract 243.03, Hamilton County, Ohio",2235,479,1414,358,821,204,2086,478,109,153,0,11,0,11,0,11,40,67,0,11,40,64,539,157,322,136,212,121,444,227,250,151,18,30,257,140,203,211,33,37,49,47,0,11,0,11,"53882","13709",18162,2477,97,85,"113700","38552",103,174,0,11,74,81,55,87,225,153,77,78,121,109,104,98,62,81,48,50,28,24,0,11,13,22,0,11,0,11,31,36,35,42,15,23,72,96,40,64,0,11,52,57,13,20,88,101,112,110,69,117,59,57,124,102,0,11,0,11,16,25,14,23,28,33,16,26,44,41,31,35,0,11,16,26,0.866022099447514,0,0.201117318435754,1
"1500000US390610243035",3.9061e+11,"Block Group 5, Census Tract 243.03, Hamilton County, Ohio",1252,325,666,184,586,177,1196,328,0,11,0,11,26,43,0,11,0,11,30,37,0,11,359,121,237,84,197,111,170,80,98,101,85,54,26,31,32,39,311,129,58,44,0,11,15,25,"61333","14236",34034,6280,48,75,"185400","50081",13,21,19,31,0,11,0,11,47,43,21,36,119,100,53,55,36,37,0,11,80,50,0,11,15,23,13,22,0,11,16,26,33,38,0,11,0,11,0,11,0,11,15,24,12,20,37,40,81,84,57,59,38,41,40,38,13,23,39,38,15,25,13,22,13,22,32,35,15,25,16,26,15,26,0,11,0.927654609101517,0,0.652777777777778,1
"1500000US390610243211",3.9061e+11,"Block Group 1, Census Tract 243.21, Hamilton County, Ohio",2730,379,1287,213,1443,234,2134,416,51,45,0,11,498,252,0,11,0,11,47,74,226,229,800,118,769,117,156,77,167,93,0,11,44,40,92,68,101,71,685,164,528,158,119,83,67,66,"124871","16533",52208,11791,0,11,"354500","30561",30,33,0,11,0,11,40,45,0,11,83,62,72,61,200,107,89,58,64,44,65,57,82,56,58,60,14,22,63,40,41,39,13,21,13,20,27,31,0,11,0,11,0,11,14,23,27,42,58,48,112,76,151,106,110,66,129,72,84,50,40,50,105,63,17,27,45,39,19,32,26,30,14,22,0,11,0.990115321252059,0,0.495049504950495,1
"1500000US390610243212",3.9061e+11,"Block Group 2, Census Tract 243.21, Hamilton County, Ohio",1882,409,887,247,995,276,1702,358,35,54,0,11,34,54,0,11,0,11,111,153,44,76,540,116,485,97,181,90,270,179,0,11,88,54,203,128,118,53,423,151,189,88,49,60,0,11,"92050","28806",37513,7402,0,11,"175400","16023",33,53,31,35,27,43,0,11,22,37,74,70,19,32,64,60,87,64,0,11,115,55,52,41,26,32,22,35,0,11,56,47,45,38,0,11,14,23,0,11,0,11,0,11,21,34,0,11,75,59,67,58,22,34,132,96,99,53,100,53,62,42,41,39,14,22,0,11,41,39,91,80,0,11,0,11,1,0,0.345679012345679,1
"1500000US390610243213",3.9061e+11,"Block Group 3, Census Tract 243.21, Hamilton County, Ohio",1290,311,537,150,753,208,1270,306,0,11,0,11,0,11,0,11,0,11,20,32,43,69,324,80,292,76,135,89,153,76,27,34,72,54,78,65,97,60,266,132,146,98,12,18,0,11,"106761","18832",53841,30421,11,18,"170800","14261",0,11,0,11,20,32,19,27,17,27,63,47,56,50,18,26,59,44,64,53,65,49,0,11,26,30,0,11,0,11,37,41,14,22,0,11,0,11,0,11,0,11,0,11,20,32,103,130,0,11,81,59,26,24,68,61,32,37,56,55,14,24,12,19,19,31,14,22,0,11,59,54,15,23,0,11,0.927015250544662,0,0.58,1
"1500000US390610243214",3.9061e+11,"Block Group 4, Census Tract 243.21, Hamilton County, Ohio",2206,368,932,204,1274,267,2063,397,0,11,0,11,76,91,0,11,29,50,38,50,18,29,583,143,484,140,615,136,371,147,44,71,99,64,292,136,215,161,424,156,268,108,76,78,0,11,"56500","17640",47994,8434,15,25,"104900","19864",13,22,0,11,0,11,0,11,52,40,0,11,0,11,122,92,91,76,98,101,85,60,33,38,56,56,0,11,85,70,29,31,35,37,101,75,28,31,37,53,0,11,0,11,22,35,75,89,29,38,29,35,102,100,90,94,56,57,101,64,47,42,11,17,81,68,29,33,28,33,100,58,41,33,168,114,0.992785793562708,0,0.649350649350649,1
"1500000US390610243221",3.9061e+11,"Block Group 1, Census Tract 243.22, Hamilton County, Ohio",837,314,318,116,519,207,792,302,0,11,0,11,15,25,0,11,0,11,30,48,0,11,268,74,237,76,17,26,107,89,0,11,44,66,50,36,20,31,249,134,210,106,0,11,11,19,"117917","31054",40160,11982,0,11,"253600","27978",0,11,0,11,0,11,43,67,0,11,0,11,33,26,0,11,55,46,70,59,15,24,0,11,16,25,20,32,20,30,16,26,0,11,20,31,0,11,31,47,0,11,0,11,0,11,94,79,0,11,26,30,11,19,76,75,28,31,16,25,0,11,16,26,39,45,36,39,0,11,20,32,0,11,75,83,0.984330484330484,0,0.261904761904762,1
